lyrics,artist,song_title,featuring
"[Verse 1]
Basslines affect me when my rhymes direct me
Forgive the crowds, O Lord
They know not why they sweat me
Biting's against the law in the place that I live
So I lock up the door with the keys to my crib

[Hook]
The call me the high priestess of disaster
Although I'm not a dread and not a rasta
There's never been a word I can't master
I've always been, a piddly pastor

[Verse 2]
I reign, the lesson of today
You have to listen to each and every single word I have to say
Because the Ruler Lord Ramsey is on my side
And I'm the princess of the posse, so yo, take it light

[Chorus]
The Princess of the Posse, me say she a cool one
She rhyme American, she rock Jamaican
Princess of the Posse, me say she a cool girl
She rhyme Brooklyn, the Bronx, USA, the world

[Verse 2]
You try to dissect my rhymes to see if there's a pattern
I bounced it all around you like the rings around Saturn
Let me know now if you would like to protest this proceeding
A greeting, or would you rather progress
Onto a higher plateau, truly I'm taking it slow
Enough for you to seek the knowledge and to know
I'm the Q-U-E-E-N, L-A-T-I-F-A-H
Queen of the R.E. Posse, the GLA which is Get Live Alright
You standing there chewing on your fingernails nervous
Watching me doing the live thing
Singing like a bird sings, ringing like the phone ring
I'm the Queen and you're the underling
I'm never following, I follow none
The princess of the posse is a cool one

[Chorus]
The Princess of the Posse, me say she a cool one
She rhyme American, she rock Jamaican
Princess of the Posse, me say she a cool girl
She rhyme Brooklyn, the Bronx, USA, the world

[Verse 3]
I'm the queen of the clan, with a mic in my hand
I step over suckers to position myself to rule this land
It's a concoction, for my ability
To show the skeezers the meaning of humility
Cause they don't know I'm the one to front on, or two
I'm snatching hearts cause I'm Latifah and I want to
I find it necessary to tell you to get off my tip
I'm kicking gold, so grab a hold and get a good grip
Stop the lying, the trying
The time buying, you've been denying
'Cause you're dependent on me, the princess of the posse
I got the cards, so I'm dealing a death blow
You're taking no crowns, put that on cease
My DJ's name is Mark the 45 King
To the posse, peace
Got to let you know where I come from
The princess of the posse is a cool one

[Chorus]
The Princess of the Posse, me say she a cool one
She rhyme American, she rock Jamaican
Princess of the Posse, me say she a cool girl
She rhyme Brooklyn, the Bronx, USA, the world

[Vamp]
Latifah run the family
Me say me haffi do it for the R.E. posse
You try to be down, you can't take the crown
Maybe from someone else but not me
Latifah run the family
Me say me haffi do it for the R.E. posse
You try to be down, you can't take the crown
Maybe from someone else but not me",Queen Latifah,Princess of the Posse,
"Let me remind you of how to unwind your body
So dance and shake and just keep in step
Understand, draw a clear picture
What I'mma hit you with is truly def
These are the words of a Queen of a Queendom
All competitors, I simply cream them
One by one, I dust and brush them off
If you have any more, bring them
Up to the front so they can show me what they got
What they got, it better be hot
Cause if it's not, I'mma simply knock them out the box
And they'll be put in a spot
The style I use will surely amuse
The party people to a state of gladness
What I mean is I'm on the scene
I'm the Queen of Royal Badness

Well it's the LA, the T-I, F, A-H
While I say my rhyme, Mark creates
The direct hi-tech sound of the dope noise
The bass will pound, I hope girls, I hope boys
Understand what I'm quoting, I'm not joking
Not freaking, this is a Queen speaking
Wise words, when I'm done I'll leave your eyes blurred
When you address me, address me as ""Your Highness""
One of hip-hop's finest
You see, I can flow on tempo, off tempo
It makes me no different, so
Play that beat, play it, kick it, watch me
Flip it, with dope lyrics, you want to hear it?
Observe my ways and actions
I grab the mic and draw attractions
It takes two to tango, I'mma hit you at all angles
Those who did I caught a fit and strangled them
The result when a pen and a pad
Gets mean, see I'm the Queen of Royal Badness

I can't wait until the party is jam-packed
When I start to drop it, the people say ""Damn, black""
The queen is hyped up, awesome and deadly
If you don't dance, then grab a chair and plex, B
Composure's kept, blows are thrown in death, hard as hell
Guard as well as you can or step
Off the premises, in one minute it's
Going to explode in a style that is limitless
Make your first move, don't let it be your worst move
Cause if you do, you'll be a hurt fool
Keep your mouth shut to those that shout and cuss
It's no doubt I got clout and I'll bust
Literature that flows like liquid
Some can't comprehend the way I kicked it
So don't say nothing
Just listen up, follow instructions
Rock, shake, slide, and dance like Lat said
When I'm on stage in cold rage I drop heads
Ambidextrous, skilled with both hands
Teaching a lesson, ready to throw jams
Latifah loves to rip up the scenery
It's nothing special, just a Queen to me
So do the knowledge, see if you can catch this
You know what I mean, it's the Queen of Royal Badness",Queen Latifah,Queen of Royal Badness,
"[Intro]
This one goes out to all the rough and rugged muthafuckas out there
Strictly on the Latifah tip


[Verse 1: Treach]
The quicker committee gettin witty for many cause the war ain't won
This the city where I'm From, I'll glue ya titties to ya tongue
It's on like this with The Black Bleep the blip
Smokin' Shit with mad misfits
The 1 man, 1 mold, Murder 1
Murder gold, 1 hard headache to hold
Word to god It's good as Gold
If it Ain't rough, it ain't ashy & brick thick
And If It ain't nasty, Naughty's pissin on your picnic
Rough is the place, the space, knuckle which way you think
Here to put a fat black nose on the Black Sphnix
I don't shoot to get pimples order your Christmas
I shot St. Nick
There's stuff for the kids I ain't get
No One under 17 Admitted, so I Came 18 deep
You can raid but you can't fade me
If It ain't rough, it ain't rugged
And if you can't hear it, you can't dub it COME ON

[Hook]
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves

[Bridge: Heavy D]
Tell me how you like it - Rough
Tell me how you need it - Rough
Tell me how you keep it - Rough
Tell me how you want it - Rough

[Verse 2: Heavy D]
Tuck away your entire stuff, I'm comin' tough
Rugged and rough, from a blunt, take puff UHHH
Never joke with a tech nine hotter than a sex line
Next time, flex when it's my time
I'll take a chump or a champ a clamp or a zamp so now the rolly polly holly molly
I'm magnificent
Skip to my lou, gather up your crew
Let the heavysetters show you what a nigga could really do today
We all know about body bags, but seems everybody brags about being tough, catch a body tag
Knowin well, they just cream puffs
Talkin tough cause they've stuff, It's a bluff
They ain't tough they ain't nothin'

[Hook]
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves

[Verse 3: KRS-One]
Follow me now massive! Follow me now massive! Follow me crew follow me crew
KRS-One in the party just a gwan wanna
Here we go, Yo, You Know the flow, I get high & Low
You Know, Why you wanna flow with the pro, Oh, no no no no no no no
Breakin' rappers in half by the ass is my only task
Gold & Platinum Plaques will pass, only talent will last
I come to the party prepared to kick Ass
You come to the party well prepared then get scared
You're through and need stitching up, You and your crew start bitching up
Where you gonna live around where I'm not stompin' It? I really believe you're a wee bit ova confident
On MTV, You wanna down rate me quick, yeah I'm a hypocrite
When You in my face, you in my dick
Consequently your lyrics don't fit, get a grip
You Straight on some sucka shit

[Hook]
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves
[Verse 4: Queen Latifah]
Here comes the queen, I'll make a woman on the track get attracted like a fiend to the beat so I rap
You're looking for a friend to the end, good, that me
But if you're looking for a Gangsta bitch
That's exactly what you're gonna see
Ain't no way, Ain't no say, This ain't your lucky day
So go pray, Now you pay cause I don't fuckin' play
Matter fact, I think Ice-T, he put it just right
""You diss me on record? See me? Fight!""
Just throw up the joints and get to the point
And cut all the talk, the BS can walk
Cause I ain't here to waste my breath
You test my skills, you get put to death
I'm sick of all the huff, puff, blow your house down bull-
Shit I heard last week
You get ya ass beat
So Watch the way you approach the Queen
If it ain't rough I'll send that ass to the guillotines

[Hook]
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves
If It ain't rough, I could do without it
If It ain't rough, Just throw it to the curb
If It ain't rough, He could do without it
If It ain't rough, It's working my nerves",Queen Latifah,Rough...,"Treach, Heavy D, KRS-One"
"[Chorus:]
You ain't gotta be no superstar
I only want to find out who you are
And you ain't gotta be no Superman
So if you wanna talk to me, you can

[Verse 1:]
My girlies caught me on a good day
I was bored, in the mood for jugs (?)
So we took it to a club
Thinking we would mingle a little
And plus, at the time, I was single a little
So I said ""Fine, we could meet up about nine.""
So anyway we goes in the place
Word up, it's flowing
We walking around, giving up peace to everyone we know and
The people in the joint is yelling, ""Hurt me! Hurt me!""
I'm working my way over to the bar, cause I'm thirsty
And then I see this guy
Oh no, I think he sights me!
I smile cause he's fly
He smiles back, I think he likes me!
But then it takes a twist
He sends his homeboy to talk to me
Cause he's scared to get dissed
I don't bark, baby?!
I don't bite neither!
You could have asked me yourself
For my number to my beeper
The worst thing I'd have said was ""no""
So maybe next time
You better push up like a pro, bro

[Chorus]

[Verse 2:]
Saturday, cooling in the house
Looking at the videos
At the same time, I'm trying to put on my clothes
First date! First date!
With a guy, his name was Nate
(Was he fly?) Yes he was
(Word up?) The type you have on a plate, cuzz
I only met him last night
So I don't really know him, but I hope it goes right
So he rolls up at my door in a twenty-four foot limo
What is all this for?
Are we expecting more?
He showered me with gifts and
Then he kissed me on my hand?
Now what was in your plan?
I really didn't understand
We're only going to the movies
Either you're trying to impress me
Or else you're trying to get the cooty
Listen baby, I don't want a condo
You can make me smile a little and give me convo
All I might require from a man is intelligence
And all them other material things is irrelevant

[Chorus] (2x)

[Verse 3:]
Now if you ready to deal
With a girl who considers herself a queen
And you know how to treat a queen
Then step to the scene
And chill with the shyness and the pride, baby
Cause life is beautiful with the Highness by your side
Maybe we can sit alone in a room and deal
We can take a ride, listening to music, and chill
And I can do the crazy things I never thought I'd do
And maybe I can do all of those crazy things with you
But you ain't gotta be no superstar, honey
All I wanna find out is exactly who you are
Money ain't gon' make me love ya
And neither will your car
So cease with the latter two
With that attitude you won't be getting far

And I love all of my brothers with a passion
Can't a sister get the same type of reaction? (Yeah)
If you're cool like that
Take a trip to Jersey, cause that's where I'm at

CHORUS

No you ain't gotta be no superstar
I only wanna know just who you are
No you ain't gotta be no superstar
I only wanna know just who you are",Queen Latifah,Superstar,
"[Queen Latifah]
I stepped into a basement party in Brooklyn
The brothers was looking as soon as I put a foot in
A female walked up to me and said ""Latifah bust a line""
I don't think you're on the strength, show me the time
I said ""If you really want to do this, we can do this, fine
Take six paces and begin to rhyme""
As soon as she attempted to make a sound
I ate her up with the verb, broke her down with the noun
Cause I hate it when someone challenges with me but cannot balance with me
I get annoyed when they can't go blow for blow
I get pissed when I hear the lyrics a sucker brings

[Daddy-O]
Ha ha, I was thinking the same thing
Well I was approached by a whole damn group of them
Rhyme fiends, biters, and bums
Took me kind of light, said they wanted to fight
I kinda got uptight (You didn't do what I think you did?) Yeah, right!
Bash! went the first, Smash! went the next one
He started, he started to run
But to his surprise, his feet must have slipped
Cause I snapped that neck before the second step

You see you may speculate, but everybody knows
Not one amatuer can deal with the pros
These are the pros, coming now from Queen Latifah and Daddy-O
And if you want to hear some more then just follow
If you like the smooth chanted lyrics then just say ""Bo bo bo!""

[Daddy-O]
There was a time that a man could go
Anyplace, anywhere without a Rambo
But now me have to keep me pistol loaded with rhyme
Have to deal with bad breath biters that step out of line
So when they make a move them surely get a taste of it
I'm Daddy-O and I don't quit
So feel the flow, y'all, because you're under attack
]From my rhymes, cause I'm writing swift rhymes in stacks
And four words to the wack, just ""Stay the hell back""
Cause it's a fact if you're wack you ain't saying jack
So we can go rhyme for rhyme if you wish
But eating you suckers is my favorite dish
And I warned you suckers if you messed with me
You'll be the next ingredient in my recipe
Start and don't finish, I'll hunt you down
And you can't run forever, so you'll be found
And with nowhere to run, and nowhere to hide
How you wanna be eaten, boy, baked or fried?

These are the pros, coming now from Queen Latifah and Daddy-O
And if you want to hear some more then just follow
If you like the smooth chanted lyrics then just say ""Bo bo bo!"" (Repeat 2x)

[Queen Latifah]
It's Latifah the Queen, pioneer of the mainstream
I flow just like a pro cause it's the same thing
Suckers have to realize how foolish they sound
So button your lips and stop trying to be down
I caught you out there (How many times?) A lot of times
Cause when it comes to mine, you know I gotta rhyme
Stepping to the right, to the left
To the best place, well I have to face
A sucker like a pooh-butt, weak and soft
Riding my brastrap trying to get off
Understand and know, if you want to go
You'd better be ready to flow cause I'm a pro

These are the pros, coming now from Queen Latifah and Daddy-O
And if you want to hear more then just follow
If you like the smooth chanted lyrics then just say ""Bo bo bo!"" (Repeat 2x)

[Latifah & Daddy-O]
We wax floors with bums, make mocks out of some
Sting 'em hard, and watch them complain how it stung
Kidnap the babysitter, lock 'em inside a box
Daddy-O and the true blue Queen of Rock

These are the pros, coming now from Queen Latifah and Daddy-O
And if you want to hear more then just follow
If you like the smooth chanted lyrics then just say ""Bo bo bo!"" (Repeat 4x)",Queen Latifah,The Pros,Daddy-O
"Come on now, I'm the one you love
I'm the one you can't breathe without remember
Why you wanna make me cry like this?
Why is you wanna make me cry?
Why me?

Your love is like a chunk of gold
Hard to gain, hard to hold

Like a rose that's soft to touch
Love has gone and it hurts so much

Well then why...
Must the same love that made me laugh, make me cry?

Well now you think of love as sitting on a mountain
Think about it being a great big rock
Won't you think before you started to roll it down
Because once you start it, you can't make it stop

I've given all I have to give
And if you don't want me, baby
I don't want to live

Well then why...
Oh, why
Must the same love that made me laugh, gon make me cry?
Why you wanna make me cry? [5x]

Why you wanna make me lay in my pillow
I'm just cryin' like a weeping willow
Tell me why, oh, why, oh, why
Why you wanna go home and make your lady cry

You use to be so soft and sweet to me
And now you act so wrong and mean to me
Now you get so wrong and mean to me
Why, oh, why, oh, why

Oh, why you wanna mess my pillow
You got me cryin' like a weeping willow
Wanna make me cry
Oh, why, oh, why
Why why why why

Why, oh, why, oh, why
Why, oh, why, oh, why
Why, oh, why, oh, why
Why, oh, why, oh, why

Ooh, why",Queen Latifah,The Same Love That Made Me Laugh,
"The world, oh, oh, oh, the world
The world, oh, oh, oh

I smoked pot of blunt again for the pain to go away
But it wouldn't go away, just subsided through the haze
Just drifted off into deeper thought
I broke my mind and searched my heart
Finally what was blindin' me was just as clear as day

I figured out what's stressin' me, depressin' me
Mummy that man molesting me, oh no
Was only 5 years old, I couldn't seem to tell a soul
I didn't know how to let you and daddy know

And I can't go on like this
That's the type of thing that'd make you slash you wrists
But now that I realize this happened to me
I've gotta fight this

The devils are probably lyin', runnin' 'round and lyin'
Tryin' to move out is he gonna take my [Incomprehensible]?
Gotta get up, stand up, fight for hours
Every second of every minute and every hour I see your face

Help me with what happens in the world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
The world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop

The world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
Oh, the world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop
The world

Runnin' around the school as you tried committin' suicide
He asked what would make a 14 year old boy wanna take his life?
It'd be the fact that he got a dad who uses him as a punchin' bag
Beats him till he's blue and black and won't stop will he makes him cry

You kept it to yourself and made excuses for the bruises
Took painkillers to kill the pain from a daddy who's abusive
He was telling you, you were useless, never heard the words I love you
Made you feel like you were worthless, he's tryin' to save the trouble

And he can't go on like this
That's the type of thing that'd make you slash you wrists
Somebody shoulda told you that you're priceless
Put your faith in God and we can fight this

The devils are probably lyin', runnin' 'round and lyin'
Tryin' to move out, is he gonna take my [Incomprehensible]?
Gotta get up, stand up, fight for hours
Every second of every minute and every hour I see your face

Help me with what happens in the world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
The world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop

The world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
Oh, the world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop
The world

The world that we livin' in where we leave our babies
In the back seat of cars found my pass is blind
Desperate minds and emotional teenagers
Lookin' for love in all the wrong places

Love's so precious, don't ever wanna test it
Who's your momma? Who your daddy? You can't even tell
Your'e shinin' on, chattin', see news at eleven
Were all walking through this place with vain visions of heaven

The devils are probably lyin', runnin' 'round and lyin'
Tryin' to move out, is he gonna take my [Incomprehensible]?
Gotta get up, stand up, fight for hours
Every second of every minute and every hour I see your face

Help me with what happens in the world
The world, the world
The world, the world
The world, the world

The world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
The world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop

The world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
Oh, the world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop

The world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
The world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop

The world
Lesson number one the world ain't fair
It'll chew you up and it'll spit you out
So put your faith in it if you dare

The world
Oh, the world will put you right on top
Then snatch the bottom from under you
And just watch and laugh as you drop

The world, oh, oh, oh
The world, oh, oh, oh, the world
The world, oh, oh, oh
The world, oh, oh, oh, the world
Oh, the world",Queen Latifah,The World,
"Did I make you hot? Tell me

I didn't mean to turn you on (x8)

[Verse 1:]
I can see it in your eyes
You wanna get down with Queen La
Lace Latifah, I can see ya eyes on my body parts
The friendship's slippin' cause it ain't me you hittin'
Why you trippin'?
Wishin' you could get a taste from the black Queen
It captivates the mass when I slide on the scene, yo
We ain't gettin' down like that
You took a hug to the next level, try to spit that
Counterfeit, nice shit put on the act trick
Try to get a quick kiss and you got snapped quick
I tried to be nice and play it all smooth
Well I guess done has somethin' to prove
So I had to move, getaway like a fugitive
Didn't wanna do the kid cause I knew the kid
Didn't really wanna do no harm
I don't know what I did but I didn't mean to turn you on

[Chorus:]
I took you out, I was only tryin' to be nice
Let you touch it once or twice
Oh, I didn't mean to turn you on

[Verse 2:]
All the ladies in the place know how it go
When you show a lil' kindness, cats wanna flow
Want some mo' neck shit, some mo' sex shit
Well, you tell 'em from the door, it's strictly friendship
Didn't mean to turn you on
Why apologize? I ain't do nothin' wrong
You knew what the deal was, what the real was
You was confused with the levels of love
I seen you in the club with your eyes on me
All night lookin' asinine, up under the strobe light
You on thin ice in steel-toed Timbs
When it break through I don't think we could be friends
If you sayin' you a playa, baby, live like one
You play yourself like a bomb, never gettin' none
And say beggin' for some and never get it
If I turned you on, I guess you gotta live with it

[Chorus]

I didn't mean to turn you on (x8)

[Verse 3:]
So what you mad now, got a attitude now
Cause I had to pull your foul?
Frontin' big Willie style when you're a major joke
Pagin' me so much till my pager smoked
Got your Eskimo kiss and shit
Your nose's too brown, how you get chicks to trip
Well I ain't the one, I could buy you and your whip
Hold your head cause I've got so many hits, what?

[Chorus] (3x)",Queen Latifah,Turn You On,
"[Intro]
Uh, U.N.I.T.Y., U.N.I.T.Y. that's a unity
U.N.I.T.Y., love a black man from infinity to infinity
(Who you callin' a bitch?)

[Hook]
U.N.I.T.Y., U.N.I.T.Y. that's a unity (You gotta let him know)
(You go, come on, here we go)
U.N.I.T.Y., love a black woman from (Uh, you gotta let him know)
Infinity to infinity (You ain't a bitch or a ho, here we go)
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Uh, you gotta let him know)
(Come on, come on, now here we go)
U.N.I.T.Y., love a black man from (Yeah, you gotta let him know)
Infinity to infinity (You ain't a bitch or a ho)

[Verse 1]
Instinct leads me to another flow
Every time I hear a brother call a girl a bitch or a ho
Tryna make a sister feel low
You know all of that gots to go
Now everybody knows there's exceptions to this rule
Now don't be gettin' mad, when we playin', it's cool
But don't you be calling me out my name
I bring wrath to those who disrespect me like a dame
That's why I'm talkin', one day I was walkin' down the block
I had my cutoff shorts on right cause it was crazy hot
I walked past these dudes when they passed me
One of 'em felt my booty, he was nasty
I turned around red, somebody was catchin' the wrath
Then the little one said, ""Ha ha, yeah me, bitch,"" and laughed
Since he was with his boys, he tried to break fly
Huh, I punched him dead in his eye
And said, ""Who you callin' a bitch?"" Yeah !

[Hook]
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Here we go, you gotta let him know)
(You go, come on, here we go)
U.N.I.T.Y., love a black woman from (You gotta let him know)
Infinity to infinity (You ain't a bitch or a ho, here we go)
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Uh, you gotta let him know)
(You go, come on here we go)
U.N.I.T.Y., love a black man from (Yeah, you gotta let him know)
Infinity to infinity (You ain't a bitch or a ho)

[Verse 2]
I hit the bottom, there ain't nowhere else to go but up
Bad days at work give you an attitude and you erupt
And take it out on me but that's about enough
You put your hands on me again I'll put your ass in handcuffs
I guess I fell so deep in love I grew dependency
I was too blind to see just how it was affectin' me
All that I knew was you was all the man I had
And I was scared to let you go
Even though you treated me bad
But I don’t want to see my kids see me gettin' beat down by daddy smackin' mommy all around
You say I'm nothin' without ya but I'm nothing' with ya
A man don't really love you if he hits ya
This is my notice to the door, I'm not takin' it no more
I'm not your personal whore, that's not what I'm here for
And nothing good gon' come to ya til you do right by me
Brother you wait and see (Who you callin' a bitch? Uh !)

[Hook]
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Here we go, you gotta let him know)
(Come on, here we go)
U.N.I.T.Y., love a black man from (Yeah, you gotta let him know)
Infinity to infinity (You ain't a bitch or a ho, here we go)
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Uh, you gotta let him know)
(Come on, here we go)
U.N.I.T.Y., love a black woman from (Yeah, you gotta let him know)
Infinity to infinity (You ain't a bitch or a ho)

[Verse 3]
What's goin' on in your mind is what I ask ya
But like Yo-Yo, you don't hear me though
You wear a rag around your head
And you call yourself a ""gangsta bitch""
Now that you saw Apache's video
I saw you wildin', actin' like a fool
I peeped you out the window jumping girls after school
But where did all of this come from?
A minute ago, you was a nerd and nobody ever heard of ya
Now you a wannabe... hard
You barely know your ABC's, please
There's plenty of people out there with triggers ready to pull it
Why you tryna jump in front of the bullet (Young lady) ?
Uh, and real bad girls are the silent type
Ain't none of this worth gettin' your face sliced
Cause that's what happened to your homegirl, right?
(Barking with no bite!)
She got to wear that for life
(Who you callin' a bitch? Uh !)

[Hook]
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Here we go, you gotta let him know)
(Come on, here we go)
U.N.I.T.Y., Love a black woman from (You gotta let him know)
Infinity to infinity (You ain't a bitch or a ho, here we go)
U.N.I.T.Y., U.N.I.T.Y. that's a unity (Gotta let him know)
(Come on, here we go)
U.N.I.T.Y., Love a black man from (You must let him know)
Infinity to infinity (You ain't a bitch or a ho)",Queen Latifah,U.N.I.T.Y.,
"[Tony Rebel]
Oooh! Thing called Weekend Love!
Tony Rebel and Queen Latifah
I could live with it, baby
You know what I mean?
Watch this!

[Queen Latifah]
Weekend love
Caught up in a weekend love
Weekend love
Just a case of weekend love

[Queen Latifah]
If you've been misled
By anything I said
I didn't mean to turn you on
The vibe was oh so strong
And you got things to do
And I have got things too
So I'll catch you on the weekend
Mondays through Friday's out - I'll see you then

[Tony Rebel]
A W-E-E-K and a E-N-D
And a L-O-V-E we were meant to be
A W-E-E-K, a E-N-D
L-O-V-E we were meant to be

[Queen Latifah]
Weekend love
Caught up in a weekend love
Weekend love
Just a case of weekend love

[Queen Latifah]
Seems it's been so long
Since you filled me with your charms
I tenderly imagine me
Resting in your arms
But you've got things to do
And I have got things too
So I'll catch you on the weekend
Monday through Friday's out - I'll see you then

[Tony Rebel]
Because we're sorry when we part
And we love when we meet
I know we only do that
Once in a week
Sorry when we part
And we love when we meet
I know we only do that
Once in a week

I know, you know
We are occupied
From our own love life
This has been denied
Many feelins high
Many tears of pride
But by the weekend
That must be rectified

[Queen Latifah]
Weekend love
Gonna spend a weekend love (maybe someday it will change)
Weekend love
Just a case of weekend love

[Queen Latifah]
If you've been misled
By anything I said
I didn't mean to turn you on
The vibe was oh so strong
And you got things to do
And I have got things too
So I'll catch you on the weekend
Monday through Friday's out - I'll see you then

[Tony Rebel]
A W-E-E-K and a E-N-D
L-O-V-E we were meant to be
A W-E-E-K, a E-N-D
L-O-V-E we were meant to be
When we are absent, that is a [?] to present
To nourish and cherish every moment
To deliver the goods I am efficient
And I know you're possessed with the ingredients
During the week the days seems to be long
But on the weekend, wish the clock would reverse its hand
Great things can come in a small bag
So let's make use of the time that we have
When we are together, cause we're spectacular
As if we never miss a second of the hour
When we are together, I sit and I wonder
If this love is gonna last forever
Well then I think and I start remember
That we are-a just a...

[Queen Latifah]
Weekend love
Gonna spend a weekend love
Weekend love
Just a case of weekend love",Queen Latifah,Weekend Love,Tony Rebel
"[Intro:]
Someone out there is heartbroken, mmmhmm
Someone out there feels all alone
Can't eat, can't sleep, cause you lost someone you really love
But you know what, you gon' get through it
Just pray on it, alright?

[Verse 1:]
Tell me why
(Unfortunate situations you gotta go through)
Situations come and cut you like a knife
(Cause you to be overcome by sadness)
Exposes your smile and turn around
Into a frown and brings you down
(I know it gets to weigh so heavy)
So heavy on your mind
It's gonna take some time
(But sometimes I feel so low)

Oh, sometimes I feel low

[Chorus:]
(What ya gonna do when it happens to you?)
Tell me whatcha gonna do when it happens to you?
What you gonna say when your friends go away
What is there to say when a friend goes away?
(What you gonna do when it happens to you?)
Just pray, just pray, just pray
(All you gotta do is just pray on it)

[Verse 2:]
You're never ready
(When you lose someone you love so [?])
When the person you laughed with, talked with, trusted goes away
(And the loss of love it makes you feel sad)
To that special place that's written in the sky
([?])
I can't describe this pain that I am feeling deep inside
(Don't you think it's time to share)
Give it all to him

[Chorus]

[Vamp:] (4x)
What you gonna do when it happens to you?
When you haven't a clue what to do?
When you're about to come unglued?
Just put your trust in who? God

Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you
Searching to find the truth
To find the light inside of you

You gotta search inside your heart
And don't let it tear you all apart
I know it's a struggle every day
All that you gotta do is pray",Queen Latifah,What Ya Gonna Do,Inaya Day
"[Vamp:]
Search and find (search and find)
Search and find (search and find)
What's on your mind (search and find)
What's goin' down (search and find)

[Spoken Intro:]
This jam is dedicated to my brother Winki
Who's looking down on me from Heaven
Watching my every move as usual

[Chorus:]
There but for the grace of God do I go
There but for the grace of God do I go

[Verse 1:]
I'm trying to take my time on this rhyme
But it's busting from the seams
Like a fantasy and eagerness of dreams
Moving all around, oh yes I'm making leaps and bounds
There's so much you can say
No time to write it down
I'm skipping to this and skipping to that
I've overflowed my cup
I'm flowing kinda quick, I hope you can keep up
Everything ain't cool just cause you slap me on my hand
There's things about me all of y'all just got to understand
Latifah never was a teacher, never was a preacher
Never was a saint, never was conceited, never was defeated
Sometimes I get tired, sometimes I wanna faint
But I never shut up when things pissed me off
And if I got to curse at you to get my point across
That's what I gotta do
That's how it gotta be
I got an angel watching over me

[Chorus]

[Ad-libs:]
There but for the grace of God (If you lose your way)
Search and find (search and find)
(There but for the, There but for the grace of God)

[Vamp:]
Search and find (search and find)
(There but for the, There but for the grace of God)
Search and find (search and find)
What's on your mind (What's goin' down)
What's goin' down (runnin' room)

[Ad-libs:]
It's time you find
What's goin' on in your mind
Try to find peace of mind
When your blind, world's unkind
Got to fight, keep the right
At the time, never gone
Keep on, keep on, keep on, keep on
Keep on, keep on, keep on, keep on
Keep on, keep on, keep on, keep on
Strive on, strive on, strive on
Yeah yeah, yeah yeah, yeah yeah, yeah yeah
Break it down...

[Instrument Solo]

[Ad-libs:]
The Lord is the light, is the light, is the light

[Bridge:]
The Lord is the light of my life
And He brightens up my world
Yes He did, yes He did
Lord is the light of my life
And He brightens up my world
You don't hear me!

[Chorus]

The Lord is the light of my life
And He brightens up my world
Yes He did, yes He did
The Lord is the light of my life
And He brightens up my world
World, world, world, world...",Queen Latifah,Winki’s Theme,
