lyrics,artist,featuring
"[Verse 1]
Why is it that you could only see the worst in me?
I swear sometimes it feel like it nurtures me
But to keep it all real, it's kinda hurtin' me
I could say I'm done with it, but it lurks in me
So I'mma just tell myself that it works for me
Take a real long drive in the Mercedes
And I might pop a couple of them Percocets
Yeah, that'll make me transform to Hercules

[Hook 1]
I am who I am, uh!
Here I am, here I am, so take me, as I am
Here I am, here I am, so take me, as I am
Here I am, here I am, so take me, as I am
I am who I am, uh!

[Verse 2]
I swear to God man, everything in life is old
And the only thing that changed is the price of gold
Even in the afterlife I'ma fight your soul
'Cause the second time around I'll be twice as bold
So do you take me to be who I am?
To have and to hold till death do us part?
'Cause if not, it's just best we both part
'Cause how am I supposed finish what you start?
You got me thinkin' twice to just breathe
Then you say I won't survive if I leave
But I got a couple of tricks up my sleeve
I no longer need your attention, at ease

[Hook 2]
It's a joke, it's a game, why am I still keeping score?
I'm in pain, I'm ashamed, I'm a woman, hear me roar
It's a joke, it's a game, why am I still keeping score?
I'm in pain, I'm ashamed, I'm a woman, hear me roar
Now it's a joke, it's a game, why am I still keeping score?
I'm in pain, I'm ashamed, I'm a woman, hear me roar
It's a joke, it's a game, why am I still keeping score?
I'm in pain, I'm ashamed, I'm a woman hear me roar
Here I am
Here I am, here I am, so take me, as I am",Nicki Minaj,
"[Intro: Lil Wayne]
Hello world!
Young moolah baby!

[Verse 1: Nicki Minaj (Lil Wayne)]
Murda dem, murda dem! (Yeah!)
Just one word, body a third of them (Nicki)
I kick kick game, can't injure Nicki (Minaj)
That's why they nick-nicknamed me, Ninja Nicki (Lewinsky!)
I'm such a yes, and you're a no no
Live with a Dragon, and wear a kimono
I'm from the Philippines, badder than Billy Jean
Guess that is why I get more head, than an a guillotine
But then I'm dumb struck 'cause you bums suck
Where the um---where the fuck is my nunchuck?
I'm in Tokyo, with the Cokio
Somebody sleepin' in my bed like Nokio
I'm gettin' ill, I been poppin' a pill again
I'm on an Island, and I'm lookin' for Gilligan
Where my Timberland? I got 'em tremblin'
Can't find my keys, but I know, I hear them jingling
You're such a Marilyn – Monroe and Manson
I'm got some heroin, wanna go dancing?
You at the door? Ok, I'm about to come down
I'm getting numb now, don't let me come down

[Chorus: Nicki Minaj (Lil Wayne)]
Sniffing on some good blow (Nicki Minaj!)
It's like I'm sippin' on the tempo
And I can't come down now (It's the president y'all and that's the mistress)
Cause I'm higher than higher than higher than a kite

[Verse 2: Lil Wayne]
Young Moola, baby! (Yeaaah!)
I do what I does
I come through this bitch, wrist bluer, than 'cuz'
I'm so five star, Soo Woo to the bloods
And before I had a mirror, I knew who I was
I know where I'm goin', I knew where I was
Yeah, d-d-d-dirty, dirty south, see my shoe full of mud
Baby who can you trust? Who can you love?
When love kills, like somebody gave Cupid a gun?
It go (BAW!) Like you shooting for fun
And sometimes the solution is execution for some
Besides, you don't want that intrusion at one –
A.M. and the conclusion, is you losing a son
No inducing my funds, I smoke the fruitiest blunts
I mean the stupidest buds, I get stupid as duh
I swear my doobie is uh – fat, and just like it, you can get lit
Shit don't stank, when you shittin' in the bank
When her man run an errand, I'ma hit her like Hank
Look him in the eye and a nigga might blink
Aim at his brain and a nigga might think
Weezy

[Chorus: Nicki Minaj (Lil Wayne)]
Sniffing on some good blow (Young Money)
It's like I'm sippin' on the tempo (Dirty Money)
And I can't come down now (Cash Money)
Cause I'm higher than higher than higher than a kite (Young Moola, baby)

[Outro: Lil Wayne]
Yo, It's the President man and the Mistress, Ms. Nicki Minaj aka. Nicki Lewinsky, yea and I am the president, shut yo mouth!",Nicki Minaj,Lil Wayne
"[Verse 1: Nicki Minaj]
He said he came from Jamaica, he owned a couple acres
A couple fake visas 'cause he never got his papers
Gave up on love, fucking with them heart breakers
But he was gettin' money with the movers and the shakers
He was mixed with a couple things, ball like a couple rings
Bricks in the condo and grams to Sing Sing
Left arm, baby mother tatted
Five year bid up north when they ratted
Anyway, I felt him, helped him, put him on lock, seat belt him
Took him out to Belgium, welcome
Bitches this pretty, that's seldom
This box better than the box he was held in
I'm Momma Dee in that order, I call him Daddy like daughters
He like it when I get drunk, but I like it when he be sober
That's top of the toppa, I never fuck with beginners
I let him play with my pussy then lick it off of his fingers
I'm in the zone

[Chorus: Nicki Minaj]
They holler at me, but it's you
You, this ain't high school
Me and my crew, we can slide through
Give it to you whenever you want
Put it wherever you want
Baby, it's yours
Anywhere, everywhere
Baby, it's your world, ain't it?
Baby, it's your world, ain't it?

[Verse 2: Lil Wayne]
Alright, uh
She got a nigga at home, and one on the side
Best friend is a dyke, they fucked around a few times
Her and her momma alike, so all they do is fight
I tell her make me some money, she tell me ""make me a wife""
I tell her, ""Bitch, you crazy, fuck wrong with you?""
And excuse my French, but I'm a long kisser
And then she try to tell me I'm the only one that's hittin'
And I say, ""What about them niggas?"" She say, ""What about them niggas?""
You right, what you doing tonight?
Put on something tight, don't judge me, I get life
She love me like a brother, but fuck me like a husband
Pussy like a oven, too hot to put my tongue in
All I had to do is rub it, the genie out the bottle
Pussy so wet, I'ma need goggles
She tell me that's it's mine, I tell her stop lying
Mine and who else? She say worry 'bout yourself
Lil Tune

[Chorus: Nicki Minaj]
They holler at me, but it's you
You, this ain't high school
Me and my crew, we can slide through
Give it to you whenever you want
Put it wherever you want
Baby, it's yours
Anywhere, everywhere
Baby, it's your world, ain't it?
Baby, it's your world, ain't it?

[Outro: Nicki Minaj]
I know you want it, boy
I see you tryin'
Just keep on pushin'
I'ma let you slide in
Just close your eyes and
This horizon
It's ready, come get you some
Yeah, yeah, yeah, yeah",Nicki Minaj,Lil Wayne
"[Verse 1]
Lemme tell a lil' story, about this dude I knew, he said -
Used to go to school out in L.I.U, he said -
He'd make me a bet, he'd own his own jet, and he'd
Show me the city,from a bird's eye view, said he -
Came from Jamaica, he had a lil' paper
He owned a couple acres, and then I caught the vapors
That's how we got together, on the bike -
Late night, Kawasaki leathers (Ah huh!) He used to -
Wine and dine me,dom and sex and we be -
Arm and armor, 'Mani dress and see I ain't need
A leprechaun, or four leaf clover, I just -
Woke up one morning,and he copped the Rover, see? -
I knew about them girls, he had back then, but -
I was getting money, I ain't care bout them, cause -
They was getting G's, I had M's, I used to -
Split my dividends, with all my friends, cause -
I was in the lounge, they was in the Greyhound, like -
In and out of town,moving coke by the pound, like
Guess it didn't sound right, cause them bitches was mad -
Started plotting, trying to get what I had, see -
My homegirl Teisha, said that Keisha with the  -
Real black lips, used to smoke that reefer, some -
Bitch, named Dawn, used to fuck LaiQwan and
Alicia with the chinky eyes, used to be with freaky Ty
Lived across the street, from this nigga named Tiki Diamond
Yeah, chicken noodle bitches, like a pack of Ramen
They had it out for me, kidnapped my brother
At the rucker, cause he used to put it down for me

[Talking: Nicki Minaj]
Oh my God, they caught Brandon, I got his picture in the mail
He was rocking a Vanson, the note said
""Bitch, we got surveillance on the mansion and we gonna need thirty million for the ransom""

[Talking: man]

To be continued...",Nicki Minaj,
"[Verse 1]
Zippin', I’m zippin', I’m zippin'
Soon as they come out, I’m dippin'
Big ass closet, I’m trippin'
Big booty strippers, I’m tippin'
Big ass chain, I’m heavy
And it didn’t cost me a penny
They pay me to rock it
Damn, I got niggas in pocket
Super Bowl, Grammys
What a hell of a jammie!
All these bitches my sons
I’mma get ‘em a nanny
Argentina for Pepsi; Orlando All-Star
Fuck you said, bitch? Fuck you, pornstar
I don’t do shotgun, I be driving my own car
I don’t do shots neither, I’m buying the whole bar
Holy Moly, G copped me a Rolly
I ain't catchin' the puck, but iced out like a goalie, nigga

[Hook]
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train

[Verse 2]
I travel more than you walking with a basketball
I'm out in Spain, running game to the Matador
I'm in my own lane, you ain't in my categor
You like a Rav 4; I’m like the Aventador
Birkin bags, man, I murk them ads
When I re-up on reloaded, I'mma hurt them bad
Every shoot is hot; when I'm out, I'm spotted
They gone frame the receipt if I sign the dotted
N-N-Niggas on Banshees is speeding
Dirt bikes is out for the season
Back break wheelie and leaning
Damn, a bitch late for a meeting
NYPD comin’
Belt Parkway, we gunnin’
Double R engine hummin'
Acting a fool, we dumbin’

[Hook]
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train

[Verse 3]
Nintendo and we in the end-zone
I don’t give a fuck, ho
Like we in the friend zone
What the fuck it look like?
What the fuck it’s hitting fo'?
Tell them bitches
""Y-y-y-y-you you ain’t about that life!""
Nintendo and we in the end-zone
I don’t give a fuck, ho
Like we in the friend zone
What the fuck it look like?
What the fuck it’s hitting fo'?
Tell them bitches
""Y-y-y-y-you you ain’t about that life!""

[Hook]
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train
I'm in the HOV lane, I'm in the HOV lane
And you, y-y-you, y-y-you? Soul Train",Nicki Minaj,
"[Verse 1: Nicki Minaj]
Unh! Look sucker, this my gun butt-uh
Street fighter bitches, this the up-cut-uh
Nunchuk-uh, no time to duck-uh
Sign of the cross, 'cause this is her last supper
Play with me, check who came with me
I bought a couple nines, plus, the Ks with me
I breeze through Queens to check some bad bitches
I stunt so hard: assess the damages
'Cause this that ""Oh,"" this is that ""Oh""
And yes, I body bitches; go get the bandages
Young Yummy, fuck you got for me?
I hate a phony bitch that front that chum-chummy
I'm me: top shotta, drop the top top-uh
Big fat pussy, with a icy watch

[Hook: Nicki Minaj]
I am your leader, yes, I am your leader
You not a believer, suck a big dick

[Verse 2: Nicki Minaj]
Yo! When I fly, it's one letter and one number
You wack hoes could get hot for one summer
After that, the Queen'll still reign here
I'm Santa Claus to these hoes without a reindeer
Saint Nick; Ross; hey, Rick
I just got a toy, cost 850
Now I'm in the hood, niggas is getting woodies
Hit up Hot Topic, Nicki Minaj hoodies
I-I-I-I-I'm a brand, bitch, I'm a brand
Go to Harlem, and get Cam
It's DipSet, get your dick wet
Boarded a big jet, and got a big check
Now you tell me: who the fuck is winning?
I'm on my Russell Simmon, Nicki denim, Nicki linen
(Ugh!)

[Hook: Nicki Minaj & Rick Ross]
I am your leader (Ugh!), yes, I am your leader
You're not a believer, suck a big dick

[Verse 3: Rick Ross]
Jealous niggas is gossip, watch me tie up my laces (Ugh!)
Bitches be jocking, tell by the look on they faces
Eight digits I'm clocking, a lot of gold in my bracelet (Woo!)
Seven figures on watches; I told my mama I made it (Ha-ha!)
Made a deal for my project; just give me ten mil', I'm gravy (Gravy!)
I went back to the projects, in two mil of Mercedes
I get head from your lady; have her bill me later
I'm old school with the hustle, just gave Rihanna my pager
Heartbreak hotel, I'm in the A-Rod suite
Rolls Royce wood, I'm talking playoff seats
Know that boy busy balling, I like to play all week
Monday night with the RAW, I’m Vince McMahon with a beat
Power-slamming them hammers, I get you handled for free (Ugh!)
So where the fuck is her manners? She give me brain while I tweet
DM, in the BM, you ""cm""; you bucket, you love it
Motherfuckers on my dick, suck it

[Hook: Nicki Minaj]
I am your leader, yes, I am your leader
You're not a believer, suck a big dick
I am your leader, yes, I am your leader
You're not a believer, suck a big dick

[Verse 4: Cam'ron]
Ugh, see the car is European
But got imported from Tokyo (It did)
Looking like a shark
The nose, call it Pinocchio (No lie)
Well off, wealthy, LV logo (Uh-huh)
Middle of July, but the wrist on snow-flow (Swish!)
Only do the Aspens
Y'all can have the Poconos (Y'all can have that)
I'm Sonny, and you my son (Calogero)
Ride the whip, five on the hip
Live with the pies, got nine for the flip
High with a bitch, she cry for the dick
Oh my, know why? I'm fly as it gets
Now I need a Aspirin; she said, ""You're only Cameron""
Girlfriend, you don't know Cameron from nowhere
So don't go tampering (Watch ya mouth)
You're just a nail, I hammer (Yup!)
'Nother girl that's on my camera (Yup!)
My name, you cannot slander at all
Girl, watch your manners (Yup!)
She run and tell her mother, ""I think I love him, Nana.""
Because you sat upon my lap? Nah! I ain't Santa (Nope!)
They call me ""Pied Piper,"" OJ no glove I knife her
Never been a lifer, even do Rikers
Why would I fight? Don’t even like her (Ch-ch)

[Hook: Nicki Minaj]
I am your leader, yes, I am your leader
You're not a believer, suck a big dick
I-I-I-I am your leader, yes, I am your leader
You're not a believer, suck a big dick
I-I-I-I am your leader, yes, I am your leader
You're not a believer, suck a big dick
I am your leader, yes, I am your leader
You're not a believer, suck a big dick",Nicki Minaj,"Rick Ross, Cam’ron"
"[Chorus: Nicki Minaj]
Now, I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
Now, I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
Now, I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers
Now, I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers

[Verse 1: Nicki Minaj]
Did I endorse young Mitt, I am young Nick
Your panties all in a bunch, well, you can suck my dick
All these chicks is ridiculous
Conversations is frivolous
Man, fuck all these bitches
I am a polygamist
Playing with my pussy
I am just that bored
I mean we could've went shopping
But what could you afford?
I bust a band in the VIP
My money can't fit in clips
I tell the hoes when they strip
That they could play with my clit
Oooh, boobs, boobs, boobs, boobs, lotta boobs
Man, I make the baddest bitches send me nudes
I ain't got no time for your silly feuds
I'm with pretty gang at Sue's, rendezvous
Batman, I'm robbing hoes
I tell them bitches yo, vámanos
These hoes my sons, I'm papa though
I feed them bitches wit papa dough
I'm tropical, you comical
Bitch, read my muthafuckin' chronicle
You my son, son, prodigal
And you adopted, not even biological

[Chorus: Nicki Minaj]
I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers
I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers

[Verse 2: Tyga]
Hey bitch, I'm T-Raw
Get on that pole and free fall
Heard my best friend fucked with you
I said, ""That's cool, now you do too.""
Gettin' head in the carpool
Her mouth draw like art school
Anaconda, part two
I pull it out, that's all you, all you
I'm tryna smash, I got the cash, she got the ass
Now tell your friends I'm a lil nigga wit a big one, ain't tryna brag
I'm Eli in that strip club, that money, got a quarter back
I make a hike, go long, first down, that's 10 racks
She said I can't fuck for free
I told her that's cool by me
Said I can't fuck for free
She gon' probably have to pay me
Gettin dizzy all I do is spin
White ghost I'm floatin'
She up and down that pole
But she ain't votin'

[Chorus: Nicki Minaj]
I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers
I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers

[Verse 3: Brinx]
Now I endorse this paper, I endorse this liquor
I bust a band in the VIP and I support these strippers
She bust it down to a split, she got a horse ass with her
She tryna bring home a friend and I enforce that nigga
I threw like 4 stacks nigga and then 4 more stacks nigga
I'm only just gettin' started, I blew a porsche that minute
It's king of diamonds so starless onyx, my whore got bitter
'Cause I ain't come home this morning, she almost torched my shit
When I hit a shopping spree oh shit I ball
Sorry but you can't get these at Lenox mall
Nah ho, this ain't clearance at americana
This that boy you better cuff ya baby mama
Copy, kinko, for Nicki show that pink hole
Drop it bust it open on the head, Ochocinco
I support these ratchet bitches and I treat 'em right
She fucked me to get to Nicki, that's that shit I like

[Chorus: Nicki Minaj]
I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
I endorse this message
I endorse this message
I am Nicki Minaj and I support this message
I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers
I endorse these strippers
I endorse these strippers
I am Nicki Minaj and I support these strippers",Nicki Minaj,"Brinx, Tyga"
"[Hook: Ricky Blaze]
I feel free
I'm rollin' with my niggas and we just bought the bar
I feel free
Shawty lookin' at me cause she know I'm a star
I feel free
I'm in the club and I'm tryna get right
I feel free
Most of all cause I got life
I feel free

[Verse: Ricky Blaze]
Send 3 more bottles to table 5
We buyin' out the bar, we livin' our life
We gettin' all right, shawties watchin' us
We lockin' down the club cause we straight dangerous
Me and my dudes, me and my crew
We lockin' this down, ice is so blue
These dudes talkin' they mouth but they ain't true
We shuttin' this bitch down

[Hook: Ricky Blaze]
I feel free
I'm rollin' with my niggas and we just bought the bar
I feel free
Shawty lookin' at me cause she know I'm a star
I feel free
I'm in the club and I'm tryna get right
I feel free
Most of all cause I got life
I feel free

[Verse: Ron Browz]
I just signed the deal so everything is all good
Made a mood and get my niggas out the hood
Same place where Murda Mace once stood
Ferrari cars, interior all wood
Now I'm in the club, bottles on me
Louis Vuitton fits on me
Heavy chains, nothin' hollow on me
I'm a star now, all the problems on me
Shawty lookin' nice so I'm lovin' her
I don't care what you say, I'm cuffin' her
She's hot, nigga can't get enough of her
Drinkin' champagne, I can't stop touchin' her
Her pretty eyes is killin' me
Her glossy lips is stealin' me
After the club ma, we can chill in the V
Tonight is our night and ma, I feel free

[Hook: Ricky Blaze]
I feel free
I'm rollin' with my niggas and we just bought the bar
I feel free
Shawty lookin' at me cause she know I'm a star
I feel free
I'm in the club and I'm tryna get right
I feel free
Most of all cause I got life
I feel free

[Verse: Red Cafe]
I feel so free
So loose, drinks on me
I'm too G, Gucci links on me
Game locked down, I'm the nigga with the key
I see your girl, she's so fly
She's got wings, see her float by
Whole crew sick, hottest things out
Street fitted in bring 'em out, bring 'em out
L.V. on the shoulder
She look right in the Rover
In the club, never sober
Ballers, we the niggas on the posters
Rockstar, so Sunny Bono
Cowboy, so Tony Romo
Shake down shawty, that's the logo
Feel free, fuck the po-po

[Verse: Nicki Minaj]
Hopped off the boat, I am such an immigrant
Why he get Nicki Minaj tatted on his ligament?
Wait, just for the record get wetter than fishermen
Pull up with some 26s up under the Michelins
You know I pop-pop-pop it like a pistol
That's why I keep my wrist looking like like a disco
And everywhere I go they tell me that I'm pretty
My money slow, my money stupid, money ditsy
Mommy you bad but Nicki is badder
Step your cookies up, go get you a ladder
We do it early like Cheerios and a bagel
I feel freer than the slaves on the railroad

[Bridge: Nicki Minaj]
You think I'm lying
I feel like I'm flying
I feel like I'm finally free
I'm free [x3]

[Hook: Ricky Blaze]
I feel free
I'm rollin' with my niggas and we just bought the bar
I feel free
Shawty lookin' at me cause she know I'm a star
I feel free
I'm in the club and I'm tryna get right
I feel free
Most of all cause I got life
I feel free",Nicki Minaj,"Ron Browz, Red Cafe, Ricky Blaze"
"[Produced by Ron Browz]

[Chorus]
I get crazy
I-I get crazy
I-I get crazy
I-I get crazy

[Intro (Spoken): Nicki Minaj]
I mean, you know
It's like when I feel really crazy
I just get my broom and fly away
I go real, real far away
Young Money
That's-that's-that's just what we do
You know, I mean we-we wear straightjackets
And we-we-we-we stay in, you know, padded rooms
And, you know, and we fly away

[Verse 1: Nicki Minaj]
I just came out of the motherfuckin' old school
Got my Mac Notebook with the Pro Tools
You bitches ain't ready for Nicki Lewinsky
Bad woof woof, flyer than a Frisbee
So I'm up in Mandalay, eating mangos
Keep a couple pink toes in my sandals
Got some bangles all over my ankles
Such a star, they say I'm a Star Spangle
Ba-ba-ba-ba-ba-banner, I am the rap Hannah
Mo-Mon-Montana, so fix your antenna
I keep three hoes but don't call me Santa
And I am flyer then reindeer in the winter (in the winter)

[Chorus]
I get crazy
I-I get crazy
I-I get crazy
I-I get crazy

[Verse 2: Nicki Minaj]
So I got a bad bitch mentality
Cause I just came from another galaxy
I be with the president up in the White House
If we in the Oval Office, then the lights out
Cause I am the Wicked Witch, I'm the Nickster
And I keep a bad bitch on my GSX-R
But I leave her in a second for a thicker
Rockstar little mama with a guitar
I mean, I'm Nicki L-M-N-O-winsky
I mean, my name ring bells like Tinky
I mean Tinker, tell that nigga link her
Cause I'm looking for some good brains from a thinker

[Chorus]
I get crazy
I-I get crazy
I-I get crazy
I-I get crazy

[Verse 3: Lil Wayne]
1, 2, 3rd floor, hospital bound
Niggas is doors and I knock niggas down
Straightjacket crooked, I hear you lookin
I promise I'm hard and I swear you pussy
I ain't crazy, no, yes, I am
Right up in the cuckoo nest I land
I'm fly, now eat my bird shit
Yeah, I'm crazy, crazy 'bout your bitch
Wild animal on my bewildered shit
I love brain so I'm lookin' for a nerd bitch
It's Nicki Minaj, the superb witch
And Weezy F Baby, no, Weezy F Crazy

[Chorus]
I get crazy
I-I get crazy
I-I get crazy
I-I get crazy

[Outro (Spoken): Nicki Minaj]
When I do it, it get did-ed, I was fixing my fitted
Pull up in a 6 Series, she was fixing your Civic
When I do it, it gets done, 2 sticks in my bun
Pull up in a 6, hun, you was fixing to run, hoe
(Uh-huh, uh-huh, uh-huh, uh-huh)
(You know, you know my name is Nicki Minaj, trick)
(Let's get it)
I get crazy, I get crazy
I get motherfuckin', motherfuckin' crazy
Crazy, crazy, that's what my name is
My name means crazy in cr-crazy language",Nicki Minaj,Lil Wayne
"[Intro]
Ooh ooh ooh, ooh ooh ooh
Ooh ooh ooh, ooh ooh ooh
I lied, I lied, I lied
To keep you from breaking my heart

[Verse 1]
Even though I said I didn’t love you I lied, I lied
Even though I said I didn’t need you I lied, I lied
To keep you from breaking my heart, ooh
To keep you from breaking my heart, ooh
Even though I said don’t touch me I lied, I lied
I can’t fall for you, can’t give my all to you
I can’t let you think that I'ma let the game stall for you
Gotta protect me you gotta sweat me
You said you thought you was ready and I said ""let’s see""
But I ain’t mean that, I need some fucking proof
Cause what happens if I fall in love, then you cut me loose?
You just a heart breaker, won’t let you break mine
Cause I’ll be smashing windows and cutting them brake lines

[Hook]
I lied
Cause who knew if I should let myself go with you
Who knows, who knows, so I lied
To keep you from breaking my heart, ooh
To keep you from breaking my heart, ooh

[Verse 2]
Even though I said fuck you, I lied, I lied
I thought eventually, you would let me go
That was my insecurities, and my ego
Missed my jump shot, missed my free throw
Miss the way we kiss, miss the D yo
Man it was good while it lasted
That shit wasn’t real, it was magic
If it was a record, it would have been classic
But fuck you though, orgasmic

[Bridge]
I guess this is what I gotta do to keep me from falling
Stalling the truth, who knew what you’d do, if I let you in?
My mama ain't raised no fool
I am not your usual typical type
Who would protect me if I never hide?
Falling so fast I'm afraid of you

[Outro]
So I lied, I lied, I lied
To keep you from breaking my heart, ooh
To keep you from breaking my heart, ooh
I lied, ooh baby, oooh
Cause what if I let myself go with you?
It’s all good now
Goodbye now
You’ll stay, you’ll stay in my heart forever",Nicki Minaj,
"[Verse 1: Nicki Minaj]
Ok ok ok ok, now who's hot, who's not?
Shorty doo whoop, it's cool you bloodclot (cool)
You come to the spot, see if you don't get got
See if you don't get got, when the semi go cock
I'm like ""Aye, what the fuck a bitch think?""
Nick, you know ain't nothing changed, but my wink
Pink on pink, everything in-sync
I write pretty lyrics, every pen pink ink
I'm representin' all my girls, niggas double up
I don't play around, I'm a have to shut her down
Run up into town, I'm a have to get the crown
I'm the Young Queens bitch, with the platinum sound
None of ya girls can steal my shine, Fendi -
Schooled me to the game, now I'm in my prime
Stay humble, stay low, stay on the grind
I don't need a light, but I stay in the lime

[Hook]
When I tell 'em that I'm cumin' I'm cumin'
Rap bitches in the game always huffin' and puffin'
Damn, Why these bitches always frontin' for nuthin'
Fuck around I'm a have these bitches runnin' from suttin'
When I tell 'em that I'm cumin' I'm cumin'
Rap bitches in the game always huffin' and puffin'
(Damn) Why these bitches always frontin' for nuthin'
Fuck around I'm a have these bitches runnin' from suttin'

[Verse 2: Nicki Minaj]
Guess what Nicki spit crack, like yayo
Yep, matter fact, when I rap, It's a K.O
Come through the hood, all the boys say ""Ayo!""
Lettuce and tomato, don't forget the mayo
Words in the street, that Nicki don't play doe
Bitches pop shit, but they soft like play dough
Gotta lotta banks, so she wanna be me
I gotta full tank, little momma on E
I fly first class overseas, on this BB
Snapple in my hand and it's strawberry kiwi
I ain't even make it, and these girls wanna be me
You ""Mrs. Me Too"", like you always say me me
I'm who they believe in, mommy don't even
Soon as I put the keys in, I switch like seasons
Get a couple beats from my nigga Doe Beezy
Why would I go hard, when this shit is so easy

[Hook x2]",Nicki Minaj,
"[Chorus: Ciara]
I’m the shit with no makeup, don’t have to curl my hair up
All this booty here, mine, I’m a dollar worth a dime
Real bosses stand up, ladies throw your hands up and say
“I know I’m cute, I know I’m fly
You ask me why? 'Cause I’m the shit!”
I’m the shit with no makeup, don’t have to curl my hair up
All this booty here, mine, I’m a dollar worth a dime
Real bosses stand up, ladies throw your hands up and say
“I know I’m cute, I know I’m fly
You ask me why? 'Cause I’m the shit!”

[Verse 1: Nicki Minaj]
Beat em' like they stole some, beat em' like they stole some
All this booty here got 'em dreaming, lemme hold some
Let me, let me hear that boy, let me, let me wear that boy
Let me get the most expensive car, and let me steer that boy
Real big pretty titty, shut down every city
If you want the kid kitty, gotta get the key from me
All new everything, plus pay the rent for me
If we in the wilderness, niggas pitch the tent for me
Tent for me, tent for me, get me bodied
Long hair, no makeup, doing pilates
Those niggas don't step on my damn Zanottis
All them bitches my sons but who's the Daddy?
I graduate with honors, I ball, 'Nead O'Connor
I did a freestyle, then I got a shout out from Obama
Yes, yes, I am ill, I go in for the kill
Hoes is my sons, birth control, I am on the pill
What I gotta do? What I gotta do to 'em?
Step up in the club, everybody like who them?
Girls girls, me and my girls
What you done did? I need some referrals
Motherfuckers know I’m the shit, legit
And if a motherfucker don’t, he can suck my dick
I tell 'em, ""Everybody else is my opposite!""
I put 'em on the game, give 'em five percent

[Chorus: Ciara]
I’m the shit with no makeup, don’t have to curl my hair up
All this booty here, mine, I’m a dollar worth a dime
Real bosses stand up, ladies throw your hands up and say
“I know I’m cute, I know I’m fly
You ask me why? 'Cause I’m the shit!”
I’m the shit with no makeup, don’t have to curl my hair up
All this booty here, mine, I’m a dollar worth a dime
Real bosses stand up, ladies throw your hands up and say
“I know I’m cute, I know I’m fly
You ask me why? 'Cause I’m the shit!”

[Verse 2: Nicki Minaj]
I’m like really famous, I got a famous anus
No, not Famous Amos, all this fame is heinous
Lemme, lemme hear that boy, lemme, lemme wear that boy
All this money coming in, but I never share that, boy
No lipstick, no lashes though
But I got a real big ol' ratchet, though
I said dude, yo dude, you packing dough
He said he want a good box like Pacquiao
I said, ""Well, my name Nicki and it’s nice to meet you""
If you really wanna know, I’ll give you my procedure
Got a whole bunch of pretty gang in my clique
And we lookin' for some ballers, alopecia
I hate wack niggas, I should really slap niggas
These niggas trippin' when I put 'em on the map niggas
How you gon' break that? How you gon' fake that?
Ain't at no wedding but all my girls cake pops
Sleeping on me, no mattress though
I'm a burn the beat down, no matches though
No, they can’t keep up? They molasses slow
I'm the greatest Queens bitch, with the cashes flow
Looking at me like it’s my fault
Trying to take sneak pictures with they iPhone
I like independent bitches like July 4th
Now that’s what young Harriet died for

[Chorus: Ciara]
I’m the shit with no makeup, don’t have to curl my hair up
All this booty here, mine, I’m a dollar worth a dime
Real bosses stand up, ladies throw your hands up and say
“I know I’m cute, I know I’m fly
You ask me why? 'Cause I’m the shit!”
I’m the shit with no makeup, don’t have to curl my hair up
All this booty here, mine, I’m a dollar worth a dime
Real bosses stand up, ladies throw your hands up and say
“I know I’m cute, I know I’m fly
You ask me why? 'Cause I’m the shit!”",Nicki Minaj,Ciara
