lyrics,artist,song_title,featuring
"[Intro]
Okay, I got a question
Am I loud out there?
I mean, do you really hear me? (Huh?)

[Verse 1]
The definition of greatness 
Is in the making you're witnessing the amazing
Blame me if you awaken
You've been sleeping too long on the one who was chosen mufucka
You're probably unaware but I'm here to let you know it
Take a listen, shut the fuck up for once and just enjoy it: Real Music
Bullshit on the daily? try to avoid it
Your life's ass, similar to a toilet huh?
You see me living chasing everything I wanted, huh?
Forever blunted, ready for whatever coming, huh?
The mailman keep the check coming
The cash in keep the 'vette running
Stop sign? Bitch I run that
Look at where I hung at, 
Bunch of Eastside boys on the field, punt that
Ball 4 life
Give me some shrooms for the serotonin
Me and the crew living for the moment
Everything we wanted is ours

[Hook]
Put me in a fast car, 
Big house with a beach for a backyard
Stress free cause I ain't trying to live with it
The state of mind that I'm in got me thinking different
I used to dream until I realized it wasn't shit in reality
Cause you can make it happen
And I'ma make it happen
You gon' watch me make it happen bet you gon remember me
When you see me in that fast car, 
Big house with a beach for a backyard
Stress free I ain't trying to live with it
The state of mind that I'm in got me thinking different
I used to dream until I realized it wasn't shit in reality
Cause you can make it happen
And I'ma make it happen
You gon' watch me make it happen
Bet they gon remember me
Bet they gon remember me 

[Verse 2]
Damn 
So many people got them hating faces
Like why you mad at me? I’m just out here getting faces
Irritated with these bitches and their crazy ways
When all I wanted was some head on a lazy day, damn 
(Where you been?)
On the other side of the map taking naps in first class getting paid to rap
Paid off having jobs since the seventh grade
Got laid off ever since I've been self made
See my homie want to see me win
Fronted me some bands told me ""Youngin go and get it in""
He believed in it more than I, So I gotta ride
Down to die for my dawgs, yep, EST 4 Life
Opportunity took advantage I gotta manage
Even when it's hard, hard times, yea,  what would I be without it?
The struggle made me tougher, forcing me to hustle
Money in demand, fuck fame ain't nothing but trouble dawg
I'm never perfect, I got flaws like a lot of ya'll
Who be critizing on the low, hating on ya boy
Ya'll defensive maybe that's why I offend you
When I dribble through my legs in the mall when it's time to ball
Life on the edge, hope I never fall
Though you pray I do, what a shame, but I maintain shooting for the stars
Let it bang bitch i'm out of range
And just know I shoot back with my rap name

[Hook]
Put me in a fast car, big house with a beach for a backyard
Stress free cuz I ain't trying to live with it
The state of mind that I'm in got me thinking different
I use to dream until I realized it wasn't shit in reality
Cuz you can make it happen
And I'ma make it happen
You gon' watch me make it happen bet you gon remember me
When you see me in that fast car, 
Big house with a beach for a backyard
Stress free I ain't trying to live with it
The state of mind that I'm in got me thinking different
I use to dream until I realized it wasn't shit in reality
Cuz you can make it happen
And I'ma make it happen
You gon' watch me make it happen
Bet they gon remember me
They gon' remember me
Bet they gon remember me
Bet they gon remember me",Machine Gun Kelly,Make It Happen,
"[Intro]
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry go round...
Look...

[Verse 1]
Summer day
Bobby and this girl would wake up every summer day
This boy and girl had nothing, they were runaways
So in love that now all they wanted was pain and so it came
Never had a silver spoon present in the past
Now at last, the spoon is present and so the boy wet it
Told her bring him a slab, a cotton swab, and a match
And told her one day they’ll fly across the world and have a wedding
Like “baby I have a plan, come with me to this place
Baby give me your hand, now flip it give me a vein
Baby take off your belt, we’ll use it as a restraint”
She sees that it starts to melt, he reaches inside a case
Fills the needle with food, flicks the needle with haste
Brings the needle to her, she isn’t right in the face
The boy can tell that she’s scared, he says “I love you, okay?”
Then shoves it into her arm and says “how the fuck does that taste baby?!”

[Hook]
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry go round...
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry, merry, merry go round

[Verse 2]
Her dress drops, her head drops
Swiggin’ out of a whiskey bottle, he just watches
But he was not Bobby, see Bobby had joined the army
Been gone for a couple months now she’s messin with everybody
Everyone of the dealers, everyone hears her squealing
Trading pussy for product, she did anything for that feeling
But then she started that feeling, early morning she’s kneelin’
In front of the toilet look at her belly there’s no concealing
That she’s expecting a child
This woman is living foul
She’s only 20 years old
And hardly can even smile
Ultrasound shows a baby that’s barely over a pound
Sold everything in her house just trying to score an ounce
News of her baby’s father was that he died in the war
Now that syringe is all that keeps her alive anymore
No mattress, so her and her child dyin’ on the floor
As a letter’s at the door reading:
“I’ll be home tomorrow. love, Bobby”

[Hook]
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry go round...
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry, merry, merry go round

[Verse 3]
Knockin’ at the door but doesn’t get an answer
Bobby’s nervous, his heart starts to beat faster
He hasn’t talked to his girl in so long
She sold his phone for a hit, damn how he wish that he could hear her laughter
But his drug hit her like a cancer
And he forgot ‘cause he had left and cleaned his act up
Passenger seat in his Acura got a picture of ‘em kissing
Under the words ""happily ever after”
He walks into the house, it’s a fuckin’ disaster
Every step he takes his shoe crushes a capsule
Holds his breath, he knows what he smells isn’t natural
Looks down, it’s the body of the queen of his castle
“Baby please, baby please!!!""
""Wake up!!!”
He screams on his knees and he sees her hands around her stomach
Inside was a child
And realizes it was his…
*gun shot*
Summer day, 
An entire family died on that summer day
‘cause a facade made a girl give her love away
But those were Bobby’s consequences that he had to pay
Love is pain

[Hook]
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry go round...
Merry, merry, merry go round
I don’t want to see you down
I don’t want to see you frown
Merry, merry, merry go round",Machine Gun Kelly,Merry Go Round,
"[Intro]
Coming out the Midwest
Coming out the Midwest
Coming out the Midwest
Coming out the Midwest
Coming out the Midwest
Coming out the Midwest Side!

[Verse 1]
Come join the movement, man!
Welcome!
To a little city in the middle like Malcolm
Walk anywhere I want its Kells
And if they got a problem with me (huh) god help 'em
I go hard!
See me in a regular strip
In the crib, fucking 'round with a regular bitch
Never Hollywood; I still with my regular click
King of my city, still on some regular shit!
Im in this man, live this man
Ask my town they witnessed man
All my haters finished them
See my ass, they kissed it now!
Fuck these hoes!
Fuck these hoes!
One more time like, fuck these hoes!
Tatted it on my arm now everybody knows
Bitch I’m from the double O
Where no other kid on the block running like me
Don't nobody shoot movies about us
Cause ain't shit about us is pretend
So if you can stand the heat, then get the fuck up out the kitchen!
Another young soul gone missing
When you step into the

[Hook:]
Midwest Side! You know how we ride
You know how we ride, coming out the Midwest Side!
Midwest Side! Midwest Side! Midwest Side! Midwest Side!
You know how we ride
Bitch I’m from the, bitch I’m from the
I tell these haters, I tell um
I tell um, I tell um, I tell um!

[Verse 2]
Check my sleeves,boy
Sleeves, boy
This is how I live, boy
I don't want no one, twos or threes, boy
Call me Keino reeves, boy
East side what i breath, boy
You ain't with it, please, boy
Get, get up off your knees, boy!
Release my N-U-T's, boy
I fuck with them leaves, boy
Yellow, purple, green, boy
Interstate 75, bring me what I need, boy
Smoke up all the trees, boy
I’m a C-L-E, boy
Shot town to the D-boy!
Shout out to them D boy!
Wisconsin whats happening
Drove right over to Minneapolis, said what's up to Indiana
Fuck my bitch down there in Kansas
Midwest side, I swear to god I'll die for this and that's my word
Rolling down 271 flipping the bird!
EST, bitch!

[Hook:]

[Outro]
They tried sleeping on the front coast
And these 808 woke them the fuck up
Lace up till you face up
EST to the death, you whack, bitch!
And I ain't the Midwest Congressman!
Kells!!",Machine Gun Kelly,Midwest Side,
"Verse 1:
Out the middle of the map we be givin it from the top
And we're done with the bottom of the class - What we call home
Everybody wanna know if the kid got a story
All folks gimme just a little when I give more
Started out with a smidgen of a midget
Now tell me where my competition?
Givin' 'em all, givin' 'em all, givin' 'em all, the SHOTS
??? subliminals and criminals we don't get CAUGHT!

Hook:
Tell me who gon' ride until the midwest rise
Who's heart's gonna stop when the midwest dies
Who's gonna take the spark from out these midwest eyes
And believe I ain't gon' stop until the midwest mine

Verse 2:
Yeah, yeah, everybody wanna hear the fast flow
Comin' out the C-L-E-V-E-L-A-N-D you better be rippin' the track though
You better be bounce like, you better be ???
If your word twisted like strings of a lasso
(Go get it boy) take it to the top of the terminal til' my last chance
They can't determine now why there ain't no stopping
Now we breaking out through all the cracks of the cowers
Cause Benny showers in the pockets of my Eddie Bauers'
I-I am that, kid that be sitting on the front porch
Clutched to the blunt roach
Taking it to the head with one toke
If only my problems could be solved with one smoke
And is the economy so messed up?
I already know I'm not gonna get the job
So what's the point in gettin' dressed up?
And I done seen my share
Fresh outta high school, lost two of mine out there
That's why ??? think twice
People that said ""them Hollywood acts come around here""
This the Concrete Jungle, constant trouble
Always high but never humble
Livin' out this cartoon but we surrounded by rocks like Barney Rubble
Gangs and violence, pimps and hoes
Crack, wet, brick, zones
Jackers, rappers, trappers, bums
Block, 'jects, 'burbs, slums
Chopper, Glock, Mac, Uzi
This real, that's movie
Fights, cops, snitch, fans
This is midwest
Been around the world, seen a lot of things
Seem like I'm attached to the ghetto like a wedding ring
Never didn't like her, never did wife her
'Til she got me 0-1 in the circle like a cypher
Oh my god, please applaud
I ain't going home BITCH i go hard
Only white boy with a style so raw
Real recognize me, not you, you suck (YUH)

Hook:
Tell me who gon' ride until the midwest rise
Who's heart's gonna stop when the midwest dies
Who's gonna take the spark from out these midwest eyes
And believe I ain't gon' stop until the midwest mine",Machine Gun Kelly,Midwest Takeover,
"[Verse 1: Machine Gun Kelly]
Ok, I lost my job last night
Picked up my paycheck
But 35% of it's gone already cuz Uncle Sam ain't get paid yet
Mom and them bitchin bout this rent
I ain't even gon' say shit
And half of what is left goes to her
(why?) Cuz I ain't use that latex, damn
Cheese sandwich and chips (meal)
Slim just spilled his drink in my Toyota 96 (wheels)
Well at least that blunt is lit
Don't they say life is what you make it?
Then I’m tryna make it money
And ride through my hood clean as Easter Sunday, that’s wassup, uh

[Chorus: Wiz Khalifa]
All my dreamer's put your hands in the sky
All my dreamer's put your hands in the sky
One time
All my dreamer's put your hands in the sky
All my dreamer's put your hands in the sky
One time
For the bullshit that you came from
Worked hard to get away from
But the devils there and you just can't seem to shake em
Two times
For them long nights that you stayed up
Thinkin about that paper
Crush it, lick it, split it, light it, blaze up
From the mind of a stoner, from the mind of a stoner
Simple thoughts from a loner, simple thoughts from a loner
Just the mind of a stoner, the mind of a stoner
Simpler thoughts from a loner, simple thoughts from a loner, oh

[Verse 2: Machine Gun Kelly]
Parents aren't doin much now since little brother got locked up
And I’m stuck smokin this mid waiting for the weed man to get stocked up
And my girl cancelled on me, said something else popped up
And I can't get with my ex now cuz her ring finger all rocked up,damn
No one likes you when your 23 without a plan
Sit around in apartments all day smokin weed and I’m like
""bitch don't kill my vibe, bitch don't kill my vibe""
Till I (skkrrrrrrttt) out in my Subaru and in the rear view is them lights
I'm talking about red white and blue
The same color as our flag
The one's that they say salute
But the ones that's whoopin my ass
And the same days that I’m happy
Is the same days that I’m mad
Cuz I can't go 24 hours without shit happening to my ass, get high

[Chorus: Wiz Khalifa]
All my dreamer's put your hands in the sky
All my dreamer's put your hands in the sky
One time
All my dreamer's put your hands in the sky
All my dreamer's put your hands in the sky
One time
For the bullshit that you came from
Worked hard to get away from
But the devils there and you just can't seem to shake em
Two times
For them long nights that you stayed up
Thinkin about that paper
Crush it, lick it, split it, light it, blaze up
From the mind of a stoner, from the mind of a stoner
Simple thoughts from a loner, simple thoughts from a loner
Just the mind of a stoner, the mind of a stoner
Simpler thoughts from a loner, simple thoughts from a loner, oh

[Outro talking: Machine Gun Kelly]
Rollin up this weed
Thinkin about life
And you know what?
I'm good, yeah!",Machine Gun Kelly,Mind of a Stoner,Wiz Khalifa
"[Verse 1: Machine Gun Kelly]
Cleveland on my back L's up when you see me
Came from the underground now they on tv swear to god haaan
Ain't shit changed 
Fool
You can miss me with that rap shit
You can miss me with that stereotypical ""he isn’t lyrical"" barbershop chat shit
Miss me with that frat shit
Only university I graduated was Hard Knocks
I’m from Cleveland where they trap shit
Five bucks for the catfish, five bucks for the bad bitch
Five bucks in a drought in this city could get you a piece of that cactus
With saran wrap for the wrapping
Whatchu mean?
Meaning we bundling all of this loud into Garcia Vegas 
I swear its contagious the way that we passed it
Patches on my denim vest about as old as my dad is
Blood stains on my chucks cus well we know what that is
Jet lag from these long flights still sitting coach like its practice
Feeling like students when the schools back I’m trying to see what first class is 
Cash is the root of all evil
But maybe that’s why I do bad shit
Fact is, I do what I need
Cuz the country we live in is fascist
And no Catholic or Baptist, warlord or pacifist, could’ve seen what I seen without IMAX's and 3D glasses 
Yall in family houses like Bob Saget 
Both parents 
I was on family couches like ""you don’t want it?"" ill wear it
Inheriting hand me downs as a grown man, embarrassed
And these dreams seem far-fetched 
When reality is you’re sharing a shirt, shower, and shitter while your newborns in the carriage
Packaging groceries in bags for an hourly seven dollar average
This ain't living this is strife, mixed with Hennessey and some sprite
But maybe one day they’ll remember me like they remember Mike 
When I’m gone 
Uh, Kells 
Maybe they’ll remember me when I’m gone

[Hook 1: Machine Gun Kelly]
When my times up on this earth
And they bury me in the dirt
Don’t say that I ain't milk this life for everything that its worth ( everything that its worth) 
And when I die remember me like Kurt, BANG!

[Verse 2: Dub-O]
And they say Dub quit with that humble shit
You can only be cool for so long 
 Don’t misjudge  I’m not the one you wanna rumble with
Write it down, take a pic
Do whatever you gotta do to remember me
I’m in your memory for infinity 
And the same goes for your bitch 
Remember me from Kennedy 
Or East High on the east side where niggas die over anything
Yeah, Dub-O, 
Oh, you ain't know?
I got go, I rock shows, I be calling plays like Flaco, 
But I’m so Cleveland its a damn shame 
And EST is my damn gang been reppin that since way back and that double X is my campaign 
Pop bottles that champagne its Cliquot for the champions now where the hell is my damn ring?
Biatch, celebration for nothing let you believe what you see 
I’m in the back but no frontin
7 days out the week I be working I’m full of hunger 
That jealousy is the smell of defeat 
Remember who told you
I’m gone 
Remember me when I’m gone 

[Hook 2: Dub-O]
When the time is up on my watch 
And they bury me in that box
Don’t say I ain't give this game everything that I got (everything that I got)
And when I die remember me like Pac, BANG! ",Machine Gun Kelly,Miss Me?,Dub-o
"CHORUS
It's no lie that I make what you want in one day
Go to sleep and I pray then wake up and got paid
So hello to money, all of the ???
It's no lie that I am who they all wanna be
It's no lie, it's no lie, it's no lie, it's no lie
It's no lie, it's no lie, it's no lie, it's no lie
It's no lie, that, that I'm, it's no lie, that, that I'm
It's no lie, that, that I'm, I'm, I'm...

VERSE 1
And I'm that boy
From the city where they gotta lock my doors
Something evil coming out of my floors
Swear monsters creeping out of my drawers
???
No lie no I ain't rapping
But I'm in the hood so I wear street fashion
Parents mad my pants is saggin'
Laughing, haha, all the way to the bank I'm dashing
Call me the RoadRunner
My whole squad Looney, where's Bugs & Daffy
Strapped to dough like Laffy Taffy
Make me a trademark like Acme
I'm in the outer atmosphere
??? no airplane crashes
25,000 miles per hour, I'm out
And 25,000 dollars that's what's coming out of my mouth
And I grind, I don't skateboard nothing
I rock my Chucks and watch how I turn Superbad like McLovin
It's nothing

CHORUS
It's no lie that I make what you want in one day
Go to sleep and I pray then wake up and got paid
So hello to money, all of the ???
It's no lie that I am who they all wanna be
It's no lie, it's no lie, it's no lie, it's no lie
It's no lie, it's no lie, it's no lie, it's no lie
It's no lie, that, that I'm, it's no lie, that, that I'm
It's no lie, that, that I'm, I'm, I'm...

VERSE 2
Garage full of cars with the radar for the laws
And the X-rays for the broads
No telescope, we the stars
Yeah, yeah, sittin on a million but I ain't got it yet
Hey, hey papers for the ??? like private jets
Got friends from the ???
Suited up rockin' ???
Ain't no green from this side of the fence
So we drop the bills picked up the personal checks
Yes, show 'em where the loot at
Matter fact, show them where the recruit at
Billionaire's Boy's Club, I'm the newest
God bless ??? I'm the truest
Come on, I got a net worth larger than the average American citizen
Focused on my money, hand me forms and send em in
???
Only medicine that a guy like me needs is that qwap and no lie
Will be the one to cross the finish for the spinach and I am that guy

CHORUS
It's no lie that I make what you want in one day
Go to sleep and I pray then wake up and got paid
So hello to money, all of the ???
It's no lie that I am who they all wanna be
It's no lie, it's no lie, it's no lie, it's no lie
It's no lie, it's no lie, it's no lie, it's no lie
It's no lie, that, that I'm, it's no lie, that, that I'm
It's no lie, that, that I'm, I'm, I'm...",Machine Gun Kelly,No Lie,
"[VERSE 1]
Looking at this map and I don't know which way to go
Where I am, I'm so lost
I could've swore that I took this trip with all my friends
Look again and they gone, that's the cost
All I know is that I'm surrounded by all this stress
I'm a mess, they don't see, they don't care, cut the checks
""Baby you should stop dreaming and get out of bed
Pay the rent"" is what she said, what she said, ""So get dressed
You don't call, you don't write, and you start and we fight
I have dreams every night of becoming your wife
But tomorrow's a new night, said I hope you do right
But I'm gone cause these calls from these broads that you like
Just don't forget that I've been there from the start
Don't you dare let this shit tear us apart
I'm having your child and you left me in the dark
Oh my god, superstar, I swear you've broken my heart""

[Chorus]
Staring out my window, glaring at the snow (at the snow)
Tell me is that the reason why I'm so cold?
I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold
Calling up my friends and all I get is the tone (is the tone)
I'm alone, it's so clear this isn't home (isn't home)
So I'm gone, so I'm gone, so I'm gone
So I'm gone, so I'm gone, gone, gone, gone

[VERSE 2]
Man I wish I knew when all these things went astray
Matter fact, I just wish it could all go away
And it seems like even on the sunniest day, the clouds come
And the rain falls on my window pane (window pane)
Even if I knew why, what kind of help could I get
Let's face it, what I get ain't paying no doctors check
My closest cousin is a schizophrenic, now he gone with medics, and I ain't talk to him since
Ever since that moment, I felt that we been falling apart
First my moms, then I felt my grandmother dying in my arms
And of course how could I forget my pa?
Unconditional love, though we ain't never gon' get along
What I would give if I could visit my aunt
Every night, every day, but we live so far apart
Don't think I forgot you were there with my through it all
You so strong and for you woman, I would give you my heart

[Chorus]
Staring out my window, glaring at the snow (at the snow)
Tell me is that the reason why I'm so cold?
I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold
Calling up my friends and all I get is the tone (is the tone)
I'm alone, it's so clear this isn't home (isn't home)
So I'm gone, so I'm gone, so I'm gone
So I'm gone, so I'm gone, gone, gone, gone

[VERSE 3]
Why can't you see that I can't be here no mo'
Cause success is a threat to these hoes
I don't have a problem leaving this shit alone
Cut my phone, pack my bags, and never look back at home
You read about it and I live what they write
I've hit licks, I've been robbed
Dealt with fights, day and night
These streets ain't home, they simply gut us too wrong
??? fuck this life
I'm my own man, I gotta keep moving
I don't jump to conclusions because I know what I'm doing
I'm a grown ass man, so accept that
I'm try'na be a father to my kid
So all these haters step back, yeah

[HOOK(Chelsea Bowen)]
And I don't know if we can make it
With what they're saying in this game we're playing
Feel like it's one-on-one in a court without a ball
If it was you or the world, I would take nothing at all

[Chorus]
Staring out my window, glaring at the snow (at the snow)
Tell me is that the reason why I'm so cold?
I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold
Calling up my friends and all I get is the tone (is the tone)
I'm alone, it's so clear this isn't home (isn't home)
So I'm gone, so I'm gone, so I'm gone
So I'm gone, so I'm gone, gone, gone, gone",Machine Gun Kelly,Nothing At All,Chelsea Bowen
"[Intro]
So, you right
Yeah, Gunner

[Verse]
Ayy, ready to die
But I can't I'm too alive
Should've killed me when they tried
Couldn't see me in the skies
When you camouflaged, eating pad thai, hahaha
I don't get regular high (nah)
I ain't no regular guy (no)
I think I want the entire planet, you can keep the American Pie (hey)
And you know I never lie
I kept the same number (ahah)
So when you call me (what?)
I pick up and say, ""fuck you"" (damn)
And I say it to your face bitch, you can run and tell it to the clique (clique)
Two nines in the waist (ayy)
My gun and my dick

[Chorus]
Watch, I put it in reverse
Put that pussy in a hearse
Watch me murder with a verse
Put these rappers in the dirt
Mirror, mirror on the wall
Who the realest of 'em all? (who?)
You already know the answer
Top Gun, fuck 'em all (ayy)

[Verse 2]
Y'all got ulterior motives (motives)
My interior designer put them cameras all around
So let me find out you creeping, I come and split your shit like Moses
My exterior is frozen
I'm from Cleveland, we the coldest
So it's no coincidence that when you try to take a pic, it's too much ice for you to focus (ugh)

[Outro]
Riding shotty 'cause I got to roll this dope, it's a fast road (skrrt)
(get off me)
(Girl) She got body, she look like a centerfold and her ass swole (she got it, she got it, ayy), yeah
Feel like Gotti how I pull up on your block smoking Castro (skrrt)
Ayy, never hesitate to say it to your face, I'm a asshole (ayy, ayy, ayy, ayy, ayy)
Riding shotty 'cause I got to roll this dope, it's a fast road (skrrt)",Machine Gun Kelly,NYLON,
"[INTRO]
Ladies and Gentlemen
Welcome to the Greatest Show on Earth
It is not a dream or reality
It is only known as...
HOMECOMING

And I'm back, like that, yeah, yeah

[VERSE 1]
Blinded by the glare of the green lights, in the street nights
In my eyes now, balling with my top down, roof off, no closed box now
I can hear it in the air like when I stop sound
People looking like I must be lost, if I can't keep a job then I must be boss
And the hustle never dies, so there's no day off
And they be lookin' at the benefits, like ""what that cost?""
Uh-uh, too much for you dawg
Couldn't buy this with the weight that U-Haul
Say you can't stand me, so you fall
??? And it's thanks to ya'll (Thanks!)
Cause now I'm in a different league
Was last, now first in a different scene
Ain't no thug in the kid, I'm a different breed
No couches, just penthouses, this me
And I'm free so the sky's no limit
I don't know restriction, all I know is infinite
Working round the clock, I don't know no minutes
Ya'll temporary to the game, call ya'll tenants
Then think of ya'll american image & combine it with the graphic lyrics that I be spitting
Then take a ride through the city I'm representing
And see their reaction when they see my face on the upper ending
What I wouldn't do for this if I only had 24 to live
Probably take it to the verse, no beat, no chorus, or bridge
And spit it straight from the mouth of the kid, and that's real
I done paid the fee (what's that?)
Two whole cities prayed for me, so best believe when I get what I earned
You'll see those names both faced on the map, word

[Chorus 2X]
If you only had one night, one night, one night
To make your dreams come to life then just keep on fighting
And reap what's priceless, you want advice?
Then I said, take whatever your vice is
You only live once, we don't get no twices
Smoking, drinking, cars, dices
Do it till your body is lifeless

[VERSE 2]
I don't have no regrets
All I got is balls, brains, and a mic, in that sequence
Bad broad coming in the gown with sequence
Doing things to me you'll only do on the weekends
You gotta love this life
Mix the stage with the lime, gotta love that light
They gets on when you bump it, I just call that Sprite
But I'm fly till I die, like a soul plane flight
Yup, infamous, bets on the table all in for this
???
That's glamorous, no back in the ambulance
And no shots gonna cancel this, no blazing glory just cameras
Besides only two hours to go, might as well spend it all at a show
Only 20 dollars in my pocket, might as well buy some dro
And drink till I'm passed out on the flo'
Grab my hotel key, then I order up a penthouse suite
Room service, with a truck full of bottles and some food to eat
And girls strip like it's New Years Eve
Only 30 minutes till the Casket
But I ain't stopping, I'm partying till the last breath
Go hard like I know no half step
Not doing the right thing, I gotta go half-left
As life scenes surrounding me
People only in the room cause the loud for free
Only five minutes till ???
So I'll make love while falling off the balcony

[Chorus 2X]
If you only had one night, one night, one night
To make your dreams come to life then just keep on fighting
And reap what's priceless, you want advice?
Then I said, take whatever your vice is
You only live once, we don't get no twices
Smoking, drinking, cars, dices
Do it till your body is lifeless",Machine Gun Kelly,One Night,
"[Verse]
Motherfuckers callin' my team Scarface, pushing that white boy like Tony
From the blocks to the island like Coney
We poundin' (?), young gun away from nothing, but a couple of pennies
2-1-2, ahh, couple of minis
Now can you feel me, it's just that real biatch, Kells, biatch
Caught ya never snitchin' in 5th Grade, I wouldn't even show and tell biatch
I'm from the city where menace made
I had a daughter, now I'm trying to father a junior, like it's Eleventh Grade
Neighbors look in my garage, like where the whip at?
Haters looking around like where my click at?
Right over there, makin' sure my profit is avoiding the dispatch
Only thing that ain't moving is where my lips at
Cause all that chit-chat with me? Nada
I'd rather stuff these dollars in my pockets, tell the (?) make em burst like Piñata
And though my partners medicated, they ain't ill much
But they do regurgatitin', throw the bills up
This is my life, born winner since momma pushed out a fetus
And these haters over-crowdin' my penis
6'3"", big feet, Chuck T's, guess you know what that means
Get on your motherfuckin' knees and suck these, bitch!
And I will never put no one above my baby mama
So with these hoes, I keep my poker face like Lady Gaga
Give them some intercourse and flight, middle fingers up
That means I give a flying fuck, dumb dumb, listen up
Now let me tell you some rules to this game
Everybody isn't real, only a few remain
With that said, you should never become a business mans friend
Cause his intentions from the beginning is them back ends
And most important, never forget where you from
Cause after it's over, guess where you gon' be? Running home
And last off, never let 'em take the love from us
Loyalty is everything, EST or it's nothin', Kells

[Hook x2]
One time, for the beautiful struggle we live
Fuck, one time, trying to keep us from doing the biz
Two times, for the people that's holdin' the jokes
Three, if I gotta say who this for, I'mma save this for y'all",Machine Gun Kelly,One Time,
"[Verse 1: Tezo]
What's really good?
Niggas tell me that I made it when I hit the hood
Old girl gave it up like I knew she would
When you saw me, you ain't swing like I knew you would
On that fake shit, that's a Whoopie Cushion
Old from the start type and he ain't gettin whoopings
I could tell, crabs in the bucket if I fall I'll break shells
They hating on Jesus, I ain't tripping, oh well
I'm just tryna live, word to bond
Swipe it like a visa, catch me if you cheetah
Franklin's new Aretha
I am great, nice to meet ya
On my toes like a ballerina
After this shit drop, I won't be making pizzas
I ain't never lie, killin everything moving, Mr. Homicide
Mr. Dinner Date, Mr. My Guy
I been doing this but right now I'm at an all time high
I heard you talkin shit but I'ma let it slide
And maybe your chick too, I shine like a gold tooth
Cause niggas is so poop
Fetch me a trash can, I'm suttin like Shaftman
Yeah, body body like P in 97 man
Ya'll niggas out here lookin like Terry
Ya'll niggas out here lookin like
Made peace with the past, hello future
Can't look back, no time for that
Waiting on a miracle, you can't do that
You gotta go and get it like a pick up order, ay
I woke up out in California, my Cali chick like good morning
Food cooked, weed rolled for me
I just laugh cause I think it's funny
Everybody love you when they think that you getting money
Ay I can't wait to ball, like a bad ass kid, tear up the mall
And she got some on, tell her pull down them drawers
Hit it on the first night, I never call
Married to the game, rockin chains instead of wedding ring
If he in the way stretch him out like a limousine
These niggas frontin they don't want the cake like Anna Mae
I am here to stay, I put that on everything

[Hook: Tezo & (Machine Gun Kelly)]
I put that on everything, I put that on everything
I put that on everything, I'm here to stay
I put that on everything
(Bitch)
(I put that on everything, I put that on everything)
(I put that on everything. Bitch we here to stay)
(I put that on everything)

[Verse 2: Machine Gun Kelly]
Me and the crew sippin brews, steady skipping school
Never trusted no one so we tuck a 22
Call a couple bitches, fuck em till they mouths drool
That's how a young muhfucka from the 'land do
I mean a young muhfucka from the 'land too
Trill, too real, too ill
Excuse me if I do not do it for the camera
Bitch I grew up in the jungle, I'm fuckin bananas
My gorillas wit me and m dealer wit me
Wit 50 pounds of the sticky icky
Straight from the ??? boys in the Windy City
Pity, pity these mothafuckas smokin bunk
I light a j and kill a verse, put that shit in the trunk
Back in shaker used to kill em on the table a ton
Bet a couple dollars you could lose the shit if you want
Fuck a rest, still chase change
Always make the mothafucka money
Never let the money make me, bitch
Young gunner, salute when you see me
I live what I'm rapping for real, you just do it for TV, believe me
My hands bulimic, throwin up L's
Those fans deleted wack rappers and listen to Kells
Used to walk up to the dairy market, get me a shell
Cop a gram from the 5 for my homies in bail
Still 357 under the front of my belt
Now my album is selling off the fuckin front of the shelves
This a evolution, a real mothafucka made it, what a revolution
Still muhfuckas hate it, but they couldn't do it
Let me educate the students
You couldn't measure my ground with 80 million rulers
I do this
Shhhh, you could try me if you want and be foolish
But I'm the champion, that means that everyone else loses
You put that money on me, guaranteed you'll recoup it
Bitch I am legend, name a rapper that I haven't influenced
Kells!

[Hook]",Machine Gun Kelly,On Everything,TezO
